
05-Aug-2014 08:51:27
Name of file,Black Color Standard,White Color Standard,Raw data Min- 1,Raw data- Min 2,Raw data- Min 3,Raw data- Min 4,Raw data- Min 5,Normalized data- Min 1,Normalized data- Min 2,Normalized data- Min 3,Normalized data- Min 4,Normalized data- Min 5,Slope Down- 1,Slope Down- 2,Slope Down- 3,Slope Down- 4,Slope Down- 5,Slope Up- 1,Slope Up- 2,Slope Up- 3,Slope Up- 4,Slope Up- 5,Sum under curve- 1,Sum under curve- 2,Sum under curve- 3,Sum under curve- 4,Sum under curve- 5,
Test.jpg,2.155559e+02,2.421367e+02,1.800244e+02,2.248780e+02,2.006585e+02,2.377073e+02,-1.336731e+00,3.507103e-01,-5.604529e-01,8.333607e-01,-1,-1,-2.202207e-02,0,-1,-1,8.093111e-02,0,-1,-1,2.252871e+01,0,

05-Aug-2014 09:14:54
Name of file,Black Color Standard,White Color Standard,Raw data Min- 1,Raw data- Min 2,Raw data- Min 3,Raw data- Min 4,Raw data- Min 5,Normalized data- Min 1,Normalized data- Min 2,Normalized data- Min 3,Normalized data- Min 4,Normalized data- Min 5,Slope Down- 1,Slope Down- 2,Slope Down- 3,Slope Down- 4,Slope Down- 5,Slope Up- 1,Slope Up- 2,Slope Up- 3,Slope Up- 4,Slope Up- 5,Sum under curve- 1,Sum under curve- 2,Sum under curve- 3,Sum under curve- 4,Sum under curve- 5,
Z2014-07-29 16.03.54.jpg,1.745350e+02,1.895758e+02,1.892927e+02,1.911951e+02,7.743902e+01,7.346341e+01,9.811795e-01,1.107665e+00,-6.455514e+00,-6.719836e+00,0,0,-1,-5.189145e-03,0,0,-1,1.459123e+00,0,0,-1,1.430063e+02,

05-Aug-2014 09:15:32
Name of file,Black Color Standard,White Color Standard,Raw data Min- 1,Raw data- Min 2,Raw data- Min 3,Raw data- Min 4,Raw data- Min 5,Normalized data- Min 1,Normalized data- Min 2,Normalized data- Min 3,Normalized data- Min 4,Normalized data- Min 5,Slope Down- 1,Slope Down- 2,Slope Down- 3,Slope Down- 4,Slope Down- 5,Slope Up- 1,Slope Up- 2,Slope Up- 3,Slope Up- 4,Slope Up- 5,Sum under curve- 1,Sum under curve- 2,Sum under curve- 3,Sum under curve- 4,Sum under curve- 5,
Z2014-07-29 16.03.54.jpg,1.739041e+02,2.041419e+02,1.658293e+02,1.813171e+02,1.529512e+02,1.407073e+02,-2.670462e-01,2.451551e-01,-6.929395e-01,-1.097861e+00,-1,-1,-1,-6.936899e-02,-1,-1,-1,1.960077e-01,-1,-1,-1,4.292837e+01,
