
26-Jul-2014 11:00:46
Name of file,Black Color Standard,White Color Standard,Raw data Min- 1,Raw data- Min 2,Raw data- Min 3,Raw data- Min 4,Raw data- Min 5,Normalized data- Min 1,Normalized data- Min 2,Normalized data- Min 3,Normalized data- Min 4,Normalized data- Min 5,Slope Down- 1,Slope Down- 2,Slope Down- 3,Slope Down- 4,Slope Down- 5,Slope Up- 1,Slope Up- 2,Slope Up- 3,Slope Up- 4,Slope Up- 5,Sum under curve- 1,Sum under curve- 2,Sum under curve- 3,Sum under curve- 4,Sum under curve- 5,
Test.jpg,2.155559e+02,2.421367e+02,1.800244e+02,2.248780e+02,2.006585e+02,2.377073e+02,-1.336731e+00,3.507103e-01,-5.604529e-01,8.333607e-01,-1,-1,-2.202207e-02,0,-1,-1,8.093111e-02,0,-1,-1,2.252871e+01,0,
